filename,path,operationId,verb,response_object,tags,stackql_service_name,stackql_resource_name,stackql_method_name,stackql_verb
management-minimal.yaml,/api/v1/brands/{brandId}/pages/error/customized,replaceCustomizedErrorPage,put,ErrorPage,CustomPages,brands,customized_error_page,replace_customized_error_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/error/customized,deleteCustomizedErrorPage,delete,,CustomPages,brands,customized_error_page,delete_customized_error_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/error/default,getDefaultErrorPage,get,ErrorPage,CustomPages,brands,default_error_page,get_default_error_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/error/preview,getPreviewErrorPage,get,ErrorPage,CustomPages,brands,preview_error_page,get_preview_error_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/error/preview,replacePreviewErrorPage,put,ErrorPage,CustomPages,brands,preview_error_page,replace_preview_error_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/error/preview,deletePreviewErrorPage,delete,,CustomPages,brands,preview_error_page,delete_preview_error_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in,getSignInPage,get,PageRoot,CustomPages,brands,,get_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/customized,getCustomizedSignInPage,get,SignInPage,CustomPages,brands,customized_sign_in_page,get_customized_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/customized,replaceCustomizedSignInPage,put,SignInPage,CustomPages,brands,customized_sign_in_page,replace_customized_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/customized,deleteCustomizedSignInPage,delete,,CustomPages,brands,customized_sign_in_page,delete_customized_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/default,getDefaultSignInPage,get,SignInPage,CustomPages,brands,default_sign_in_page,get_default_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/preview,getPreviewSignInPage,get,SignInPage,CustomPages,brands,default_sign_in_page,get_preview_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/preview,replacePreviewSignInPage,put,SignInPage,CustomPages,brands,default_sign_in_page,replace_preview_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/preview,deletePreviewSignInPage,delete,,CustomPages,brands,default_sign_in_page,delete_preview_sign_in_page,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-in/widget-versions,listAllSignInWidgetVersions,get,,CustomPages,brands,sign_in_widget_versions,list_all_sign_in_widget_versions,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-out/customized,getSignOutPageSettings,get,HostedPage,CustomPages,brands,sign_out_page_settings,get_sign_out_page_settings,
management-minimal.yaml,/api/v1/brands/{brandId}/pages/sign-out/customized,replaceSignOutPageSettings,put,HostedPage,CustomPages,brands,sign_out_page_settings,replace_sign_out_page_settings,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email,listEmailTemplates,get,EmailTemplateResponse,CustomTemplates,brands,email_templates,list_email_templates,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName},getEmailTemplate,get,EmailTemplateResponse,CustomTemplates,brands,email_templates,get_email_template,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations,listEmailCustomizations,get,EmailCustomization,CustomTemplates,brands,email_customizations,list_email_customizations,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations,createEmailCustomization,post,EmailCustomization,CustomTemplates,brands,email_customizations,create_email_customization,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations,deleteAllCustomizations,delete,,CustomTemplates,brands,email_customizations,delete_all_customizations,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId},getEmailCustomization,get,EmailCustomization,CustomTemplates,brands,email_customizations,get_email_customization,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId},replaceEmailCustomization,put,EmailCustomization,CustomTemplates,brands,email_customizations,replace_email_customization,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId},deleteEmailCustomization,delete,,CustomTemplates,brands,email_customizations,delete_email_customization,
