filename,path,operationId,verb,response_object,tags,stackql_service_name,stackql_resource_name,stackql_method_name,stackql_verb
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId}/preview,getCustomizationPreview,get,EmailPreview,CustomTemplates,brands,customization_preview,get_customization_preview,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/default-content,getEmailDefaultContent,get,EmailDefaultContent,CustomTemplates,brands,email_default_content,get_email_default_content,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/default-content/preview,getEmailDefaultPreview,get,EmailPreview,CustomTemplates,brands,email_default_preview,get_email_default_preview,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/settings,getEmailSettings,get,EmailSettingsResponse,CustomTemplates,brands,email_settings,get_email_settings,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/settings,replaceEmailSettings,put,EmailSettings,CustomTemplates,brands,email_settings,replace_email_settings,
management-minimal.yaml,/api/v1/brands/{brandId}/templates/email/{templateName}/test,sendTestEmail,post,,CustomTemplates,brands,email_templates,send_test_email,
management-minimal.yaml,/api/v1/brands/{brandId}/themes,listBrandThemes,get,ThemeResponse,Themes,brands,themes,list_brand_themes,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId},getBrandTheme,get,ThemeResponse,Themes,brands,themes,get_brand_theme,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId},replaceBrandTheme,put,ThemeResponse,Themes,brands,themes,replace_brand_theme,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId}/background-image,uploadBrandThemeBackgroundImage,post,ImageUploadResponse,Themes,brands,themes,upload_brand_theme_background_image,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId}/background-image,deleteBrandThemeBackgroundImage,delete,,Themes,brands,themes,delete_brand_theme_background_image,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId}/favicon,uploadBrandThemeFavicon,post,ImageUploadResponse,Themes,brands,themes,upload_brand_theme_favicon,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId}/favicon,deleteBrandThemeFavicon,delete,,Themes,brands,themes,delete_brand_theme_favicon,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId}/logo,uploadBrandThemeLogo,post,ImageUploadResponse,Themes,brands,themes,upload_brand_theme_logo,
management-minimal.yaml,/api/v1/brands/{brandId}/themes/{themeId}/logo,deleteBrandThemeLogo,delete,,Themes,brands,themes,delete_brand_theme_logo,
management-minimal.yaml,/api/v1/captchas,listCaptchaInstances,get,CAPTCHAInstance,CAPTCHA,captchas,instances,list_captcha_instances,
management-minimal.yaml,/api/v1/captchas,createCaptchaInstance,post,CAPTCHAInstance,CAPTCHA,captchas,instances,create_captcha_instance,
management-minimal.yaml,/api/v1/captchas/{captchaId},getCaptchaInstance,get,CAPTCHAInstance,CAPTCHA,captchas,instances,get_captcha_instance,
management-minimal.yaml,/api/v1/captchas/{captchaId},updateCaptchaInstance,post,CAPTCHAInstance,CAPTCHA,captchas,instances,update_captcha_instance,
management-minimal.yaml,/api/v1/captchas/{captchaId},replaceCaptchaInstance,put,CAPTCHAInstance,CAPTCHA,captchas,instances,replace_captcha_instance,
management-minimal.yaml,/api/v1/captchas/{captchaId},deleteCaptchaInstance,delete,,CAPTCHA,captchas,instances,delete_captcha_instance,
management-minimal.yaml,/api/v1/device-assurances,listDeviceAssurancePolicies,get,DeviceAssurance,DeviceAssurance,device_assurances,policies,list_device_assurance_policies,
management-minimal.yaml,/api/v1/device-assurances,createDeviceAssurancePolicy,post,DeviceAssurance,DeviceAssurance,device_assurances,policies,create_device_assurance_policy,
management-minimal.yaml,/api/v1/device-assurances/{deviceAssuranceId},getDeviceAssurancePolicy,get,DeviceAssurance,DeviceAssurance,device_assurances,policies,get_device_assurance_policy,
management-minimal.yaml,/api/v1/device-assurances/{deviceAssuranceId},replaceDeviceAssurancePolicy,put,DeviceAssurance,DeviceAssurance,device_assurances,policies,replace_device_assurance_policy,
management-minimal.yaml,/api/v1/device-assurances/{deviceAssuranceId},deleteDeviceAssurancePolicy,delete,,DeviceAssurance,device_assurances,policies,delete_device_assurance_policy,
management-minimal.yaml,/api/v1/devices,listDevices,get,DeviceList,Device,devices,devices,list_devices,
management-minimal.yaml,/api/v1/devices/{deviceId},getDevice,get,Device,Device,devices,devices,get_device,
management-minimal.yaml,/api/v1/devices/{deviceId},deleteDevice,delete,,Device,devices,devices,delete_device,
management-minimal.yaml,/api/v1/devices/{deviceId}/lifecycle/activate,activateDevice,post,,Device,devices,devices,activate_device,
management-minimal.yaml,/api/v1/devices/{deviceId}/lifecycle/deactivate,deactivateDevice,post,,Device,devices,devices,deactivate_device,
management-minimal.yaml,/api/v1/devices/{deviceId}/lifecycle/suspend,suspendDevice,post,,Device,devices,devices,suspend_device,
management-minimal.yaml,/api/v1/devices/{deviceId}/lifecycle/unsuspend,unsuspendDevice,post,,Device,devices,devices,unsuspend_device,
management-minimal.yaml,/api/v1/devices/{deviceId}/users,listDeviceUsers,get,DeviceUser,Device,devices,users,list_device_users,
management-minimal.yaml,/api/v1/directories/{appInstanceId}/groups/modify,updateADGroupMembership,post,,DirectoriesIntegration,,,update_ad_group_membership,
management-minimal.yaml,/api/v1/domains,listCustomDomains,get,DomainListResponse,CustomDomain,domains,custom_domains,list_custom_domains,
management-minimal.yaml,/api/v1/domains,createCustomDomain,post,DomainResponse,CustomDomain,domains,custom_domains,create_custom_domain,
management-minimal.yaml,/api/v1/domains/{domainId},getCustomDomain,get,DomainResponse,CustomDomain,domains,custom_domains,get_custom_domain,
management-minimal.yaml,/api/v1/domains/{domainId},replaceCustomDomain,put,DomainResponse,CustomDomain,domains,custom_domains,replace_custom_domain,
management-minimal.yaml,/api/v1/domains/{domainId},deleteCustomDomain,delete,,CustomDomain,domains,custom_domains,delete_custom_domain,
management-minimal.yaml,/api/v1/domains/{domainId}/certificate,upsertCertificate,put,,CustomDomain,domains,custom_domains,upsert_certificate,
management-minimal.yaml,/api/v1/domains/{domainId}/verify,verifyDomain,post,DomainResponse,CustomDomain,domains,custom_domains,verify_domain,
management-minimal.yaml,/api/v1/email-domains,listEmailDomains,get,EmailDomainResponseWithEmbedded,EmailDomain,emails,domains,list_email_domains,
management-minimal.yaml,/api/v1/email-domains,createEmailDomain,post,EmailDomainResponse,EmailDomain,emails,domains,create_email_domain,
management-minimal.yaml,/api/v1/email-domains/{emailDomainId},getEmailDomain,get,EmailDomainResponseWithEmbedded,EmailDomain,emails,domains,get_email_domain,
management-minimal.yaml,/api/v1/email-domains/{emailDomainId},replaceEmailDomain,put,EmailDomainResponse,EmailDomain,emails,domains,replace_email_domain,
management-minimal.yaml,/api/v1/email-domains/{emailDomainId},deleteEmailDomain,delete,,EmailDomain,emails,domains,delete_email_domain,
management-minimal.yaml,/api/v1/email-domains/{emailDomainId}/verify,verifyEmailDomain,post,EmailDomainResponse,EmailDomain,emails,domains,verify_email_domain,
management-minimal.yaml,/api/v1/email-servers,listEmailServers,get,EmailServerListResponse,EmailServer,emails,servers,list_email_servers,
management-minimal.yaml,/api/v1/email-servers,createEmailServer,post,EmailServerResponse,EmailServer,emails,servers,create_email_server,
management-minimal.yaml,/api/v1/email-servers/{emailServerId},getEmailServer,get,EmailServerListResponse,EmailServer,emails,servers,get_email_server,
management-minimal.yaml,/api/v1/email-servers/{emailServerId},updateEmailServer,patch,EmailServerResponse,EmailServer,emails,servers,update_email_server,
management-minimal.yaml,/api/v1/email-servers/{emailServerId},deleteEmailServer,delete,,EmailServer,emails,servers,delete_email_server,
management-minimal.yaml,/api/v1/email-servers/{emailServerId}/test,testEmailServer,post,,EmailServer,emails,servers,test_email_server,
management-minimal.yaml,/api/v1/eventHooks,listEventHooks,get,EventHook,EventHook,event_hooks,event_hooks,list_event_hooks,
management-minimal.yaml,/api/v1/eventHooks,createEventHook,post,EventHook,EventHook,event_hooks,event_hooks,create_event_hook,
management-minimal.yaml,/api/v1/eventHooks/{eventHookId},getEventHook,get,EventHook,EventHook,event_hooks,event_hooks,get_event_hook,
management-minimal.yaml,/api/v1/eventHooks/{eventHookId},replaceEventHook,put,EventHook,EventHook,event_hooks,event_hooks,replace_event_hook,
management-minimal.yaml,/api/v1/eventHooks/{eventHookId},deleteEventHook,delete,,EventHook,event_hooks,event_hooks,delete_event_hook,
management-minimal.yaml,/api/v1/eventHooks/{eventHookId}/lifecycle/activate,activateEventHook,post,EventHook,EventHook,event_hooks,event_hooks,activate_event_hook,
management-minimal.yaml,/api/v1/eventHooks/{eventHookId}/lifecycle/deactivate,deactivateEventHook,post,EventHook,EventHook,event_hooks,event_hooks,deactivate_event_hook,
management-minimal.yaml,/api/v1/eventHooks/{eventHookId}/lifecycle/verify,verifyEventHook,post,EventHook,EventHook,event_hooks,event_hooks,verify_event_hook,
management-minimal.yaml,/api/v1/features,listFeatures,get,Feature,Feature,features,features,list_features,
management-minimal.yaml,/api/v1/features/{featureId},getFeature,get,Feature,Feature,features,features,get_feature,
management-minimal.yaml,/api/v1/features/{featureId}/{lifecycle},updateFeatureLifecycle,post,Feature,Feature,features,features,update_feature_lifecycle,
management-minimal.yaml,/api/v1/features/{featureId}/dependencies,listFeatureDependencies,get,Feature,Feature,features,dependencies,list_feature_dependencies,
management-minimal.yaml,/api/v1/features/{featureId}/dependents,listFeatureDependents,get,Feature,Feature,features,dependents,list_feature_dependents,
management-minimal.yaml,/api/v1/first-party-app-settings/{appName},getFirstPartyAppSettings,get,AdminConsoleSettings,OktaApplicationSettings,okta_application_settings,,get_first_party_app_settings,
management-minimal.yaml,/api/v1/first-party-app-settings/{appName},replaceFirstPartyAppSettings,put,AdminConsoleSettings,OktaApplicationSettings,okta_application_settings,,replace_first_party_app_settings,
management-minimal.yaml,/api/v1/groups,listGroups,get,Group,Group,groups,,list_groups,
management-minimal.yaml,/api/v1/groups,addGroup,post,Group,Group,groups,,add_group,
management-minimal.yaml,/api/v1/groups/{groupId},getGroup,get,Group,Group,groups,,get_group,
management-minimal.yaml,/api/v1/groups/{groupId},replaceGroup,put,Group,Group,groups,,replace_group,
management-minimal.yaml,/api/v1/groups/{groupId},deleteGroup,delete,,Group,groups,,delete_group,
management-minimal.yaml,/api/v1/groups/{groupId}/apps,listAssignedApplicationsForGroup,get,Application,Group,groups,,list_assigned_applications_for_group,
management-minimal.yaml,/api/v1/groups/{groupId}/owners,listGroupOwners,get,GroupOwner,GroupOwner,groups,,list_group_owners,
management-minimal.yaml,/api/v1/groups/{groupId}/owners,assignGroupOwner,post,GroupOwner,GroupOwner,groups,,assign_group_owner,
management-minimal.yaml,/api/v1/groups/{groupId}/owners/{ownerId},deleteGroupOwner,delete,,GroupOwner,groups,,delete_group_owner,
management-minimal.yaml,/api/v1/groups/{groupId}/roles,listGroupAssignedRoles,get,,RoleAssignmentBGroup,groups,,list_group_assigned_roles,
management-minimal.yaml,/api/v1/groups/{groupId}/roles,assignRoleToGroup,post,,RoleAssignmentBGroup,groups,,assign_role_to_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId},getGroupAssignedRole,get,,RoleAssignmentBGroup,groups,,get_group_assigned_role,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId},unassignRoleFromGroup,delete,,RoleAssignmentBGroup,groups,,unassign_role_from_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps,listApplicationTargetsForApplicationAdministratorRoleForGroup,get,CatalogApplication,RoleBTargetBGroup,groups,,list_application_targets_for_application_administrator_role_for_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},assignAppTargetToAdminRoleForGroup,put,,RoleBTargetBGroup,groups,,assign_app_target_to_admin_role_for_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},unassignAppTargetToAdminRoleForGroup,delete,,RoleBTargetBGroup,groups,,unassign_app_target_to_admin_role_for_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},assignAppInstanceTargetToAppAdminRoleForGroup,put,,RoleBTargetBGroup,groups,,assign_app_instance_target_to_app_admin_role_for_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},unassignAppInstanceTargetToAppAdminRoleForGroup,delete,,RoleBTargetBGroup,groups,,unassign_app_instance_target_to_app_admin_role_for_group,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups,listGroupTargetsForGroupRole,get,Group,RoleBTargetBGroup,groups,,list_group_targets_for_group_role,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups/{targetGroupId},assignGroupTargetToGroupAdminRole,put,,RoleBTargetBGroup,groups,,assign_group_target_to_group_admin_role,
management-minimal.yaml,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups/{targetGroupId},unassignGroupTargetFromGroupAdminRole,delete,,RoleBTargetBGroup,groups,,unassign_group_target_from_group_admin_role,
management-minimal.yaml,/api/v1/groups/{groupId}/users,listGroupUsers,get,User,Group,groups,,list_group_users,
management-minimal.yaml,/api/v1/groups/{groupId}/users/{userId},assignUserToGroup,put,,Group,groups,,assign_user_to_group,
management-minimal.yaml,/api/v1/groups/{groupId}/users/{userId},unassignUserFromGroup,delete,,Group,groups,,unassign_user_from_group,
management-minimal.yaml,/api/v1/groups/rules,listGroupRules,get,GroupRule,GroupRule,groups,,list_group_rules,
management-minimal.yaml,/api/v1/groups/rules,createGroupRule,post,GroupRule,GroupRule,groups,,create_group_rule,
management-minimal.yaml,/api/v1/groups/rules/{groupRuleId},getGroupRule,get,GroupRule,GroupRule,groups,,get_group_rule,
management-minimal.yaml,/api/v1/groups/rules/{groupRuleId},replaceGroupRule,put,GroupRule,GroupRule,groups,,replace_group_rule,
management-minimal.yaml,/api/v1/groups/rules/{groupRuleId},deleteGroupRule,delete,,GroupRule,groups,,delete_group_rule,
management-minimal.yaml,/api/v1/groups/rules/{groupRuleId}/lifecycle/activate,activateGroupRule,post,,GroupRule,groups,,activate_group_rule,
management-minimal.yaml,/api/v1/groups/rules/{groupRuleId}/lifecycle/deactivate,deactivateGroupRule,post,,GroupRule,groups,,deactivate_group_rule,
management-minimal.yaml,/api/v1/hook-keys,listHookKeys,get,HookKey,HookKey,hook_keys,,list_hook_keys,
management-minimal.yaml,/api/v1/hook-keys,createHookKey,post,DetailedHookKeyInstance,HookKey,hook_keys,,create_hook_key,
management-minimal.yaml,/api/v1/hook-keys/{id},getHookKey,get,HookKey,HookKey,hook_keys,,get_hook_key,
management-minimal.yaml,/api/v1/hook-keys/{id},replaceHookKey,put,DetailedHookKeyInstance,HookKey,hook_keys,,replace_hook_key,
management-minimal.yaml,/api/v1/hook-keys/{id},deleteHookKey,delete,,HookKey,hook_keys,,delete_hook_key,
management-minimal.yaml,/api/v1/hook-keys/public/{keyId},getPublicKey,get,_embedded,HookKey,hook_keys,,get_public_key,
management-minimal.yaml,/api/v1/iam/assignees/users,listUsersWithRoleAssignments,get,RoleAssignedUsers,RoleAssignmentAUser,iam,,list_users_with_role_assignments,
management-minimal.yaml,/api/v1/iam/governance/bundles,listGovernanceBundles,get,GovernanceBundlesResponse,GovernanceBundle,iam,,list_governance_bundles,
management-minimal.yaml,/api/v1/iam/governance/bundles,createGovernanceBundle,post,GovernanceBundle,GovernanceBundle,iam,,create_governance_bundle,
management-minimal.yaml,/api/v1/iam/governance/bundles/{bundleId},getGovernanceBundle,get,GovernanceBundle,GovernanceBundle,iam,,get_governance_bundle,
management-minimal.yaml,/api/v1/iam/governance/bundles/{bundleId},replaceGovernanceBundle,put,GovernanceBundle,GovernanceBundle,iam,,replace_governance_bundle,
management-minimal.yaml,/api/v1/iam/governance/bundles/{bundleId},deleteGovernanceBundle,delete,,GovernanceBundle,iam,,delete_governance_bundle,
management-minimal.yaml,/api/v1/iam/governance/bundles/{bundleId}/entitlements,listBundleEntitlements,get,BundleEntitlementsResponse,GovernanceBundle,iam,,list_bundle_entitlements,
management-minimal.yaml,/api/v1/iam/governance/bundles/{bundleId}/entitlements/{entitlementId}/values,listBundleEntitlementValues,get,EntitlementValuesResponse,GovernanceBundle,iam,,list_bundle_entitlement_values,
management-minimal.yaml,/api/v1/iam/governance/optIn,getOptInStatus,get,OptInStatusResponse,GovernanceBundle,iam,,get_opt_in_status,
management-minimal.yaml,/api/v1/iam/governance/optIn,optIn,post,OptInStatusResponse,GovernanceBundle,iam,,opt_in,
management-minimal.yaml,/api/v1/iam/governance/optOut,optOut,post,OptInStatusResponse,GovernanceBundle,iam,,opt_out,
management-minimal.yaml,/api/v1/iam/resource-sets,listResourceSets,get,ResourceSets,RoleCResourceSet,iam,,list_resource_sets,
management-minimal.yaml,/api/v1/iam/resource-sets,createResourceSet,post,ResourceSet,RoleCResourceSet,iam,,create_resource_set,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel},getResourceSet,get,ResourceSet,RoleCResourceSet,iam,,get_resource_set,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel},replaceResourceSet,put,ResourceSet,RoleCResourceSet,iam,,replace_resource_set,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel},deleteResourceSet,delete,,RoleCResourceSet,iam,,delete_resource_set,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings,listBindings,get,ResourceSetBindings,RoleDResourceSetBinding,iam,,list_bindings,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings,createResourceSetBinding,post,ResourceSetBindingEditResponse,RoleDResourceSetBinding,iam,,create_resource_set_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel},getBinding,get,ResourceSetBindingResponse,RoleDResourceSetBinding,iam,,get_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel},deleteBinding,delete,,RoleDResourceSetBinding,iam,,delete_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members,listMembersOfBinding,get,ResourceSetBindingMembers,RoleDResourceSetBindingMember,iam,,list_members_of_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members,addMembersToBinding,patch,ResourceSetBindingEditResponse,RoleDResourceSetBindingMember,iam,,add_members_to_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members/{memberId},getMemberOfBinding,get,ResourceSetBindingMember,RoleDResourceSetBindingMember,iam,,get_member_of_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members/{memberId},unassignMemberFromBinding,delete,,RoleDResourceSetBindingMember,iam,,unassign_member_from_binding,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources,listResourceSetResources,get,ResourceSetResources,RoleCResourceSetResource,iam,,list_resource_set_resources,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources,addResourceSetResource,post,ResourceSetResource,RoleCResourceSetResource,iam,,add_resource_set_resource,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources,addResourceSetResources,patch,ResourceSet,RoleCResourceSetResource,iam,,add_resource_set_resources,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources/{resourceId},getResourceSetResource,get,ResourceSetResource,RoleCResourceSetResource,iam,,get_resource_set_resource,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources/{resourceId},replaceResourceSetResource,put,ResourceSetResource,RoleCResourceSetResource,iam,,replace_resource_set_resource,
management-minimal.yaml,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources/{resourceId},deleteResourceSetResource,delete,,RoleCResourceSetResource,iam,,delete_resource_set_resource,
management-minimal.yaml,/api/v1/iam/roles,listRoles,get,IamRoles,RoleECustom,iam,,list_roles,
management-minimal.yaml,/api/v1/iam/roles,createRole,post,IamRole,RoleECustom,iam,,create_role,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel},getRole,get,IamRole,RoleECustom,iam,,get_role,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel},replaceRole,put,IamRole,RoleECustom,iam,,replace_role,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel},deleteRole,delete,,RoleECustom,iam,,delete_role,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel}/permissions,listRolePermissions,get,Permissions,RoleECustomPermission,iam,,list_role_permissions,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},getRolePermission,get,Permission,RoleECustomPermission,iam,,get_role_permission,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},createRolePermission,post,,RoleECustomPermission,iam,,create_role_permission,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},replaceRolePermission,put,Permission,RoleECustomPermission,iam,,replace_role_permission,
management-minimal.yaml,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},deleteRolePermission,delete,,RoleECustomPermission,iam,,delete_role_permission,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions,listIdentitySourceSessions,get,IdentitySourceSession,IdentitySource,identity_sources,,list_identity_source_sessions,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions,createIdentitySourceSession,post,IdentitySourceSession,IdentitySource,identity_sources,,create_identity_source_session,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId},getIdentitySourceSession,get,IdentitySourceSession,IdentitySource,identity_sources,,get_identity_source_session,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId},deleteIdentitySourceSession,delete,,IdentitySource,identity_sources,,delete_identity_source_session,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-delete,uploadIdentitySourceDataForDelete,post,,IdentitySource,identity_sources,,upload_identity_source_data_for_delete,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-upsert,uploadIdentitySourceDataForUpsert,post,,IdentitySource,identity_sources,,upload_identity_source_data_for_upsert,
management-minimal.yaml,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/start-import,startImportFromIdentitySource,post,IdentitySourceSession,IdentitySource,identity_sources,,start_import_from_identity_source,
management-minimal.yaml,/api/v1/idps,listIdentityProviders,get,IdentityProvider,IdentityProvider,identity_providers,,list_identity_providers,
management-minimal.yaml,/api/v1/idps,createIdentityProvider,post,IdentityProvider,IdentityProvider,identity_providers,,create_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId},getIdentityProvider,get,IdentityProvider,IdentityProvider,identity_providers,,get_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId},replaceIdentityProvider,put,IdentityProvider,IdentityProvider,identity_providers,,replace_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId},deleteIdentityProvider,delete,,IdentityProvider,identity_providers,,delete_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/csrs,listCsrsForIdentityProvider,get,IdPCsr,IdentityProviderSigningKeys,identity_providers,,list_csrs_for_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/csrs,generateCsrForIdentityProvider,post,IdPCsr,IdentityProviderSigningKeys,identity_providers,,generate_csr_for_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId},getCsrForIdentityProvider,get,IdPCsr,IdentityProviderSigningKeys,identity_providers,,get_csr_for_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId},revokeCsrForIdentityProvider,delete,,IdentityProviderSigningKeys,identity_providers,,revoke_csr_for_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId}/lifecycle/publish,publishCsrForIdentityProvider,post,IdPKeyCredential,IdentityProviderSigningKeys,identity_providers,,publish_csr_for_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/keys,listIdentityProviderSigningKeys,get,IdPKeyCredential,IdentityProviderSigningKeys,identity_providers,,list_identity_provider_signing_keys,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/keys/{kid},getIdentityProviderSigningKey,get,IdPKeyCredential,IdentityProviderSigningKeys,identity_providers,,get_identity_provider_signing_key,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/keys/{kid}/clone,cloneIdentityProviderKey,post,IdPKeyCredential,IdentityProviderSigningKeys,identity_providers,,clone_identity_provider_key,
management-minimal.yaml,/api/v1/idps/{idpId}/credentials/keys/generate,generateIdentityProviderSigningKey,post,IdPKeyCredential,IdentityProviderSigningKeys,identity_providers,,generate_identity_provider_signing_key,
management-minimal.yaml,/api/v1/idps/{idpId}/lifecycle/activate,activateIdentityProvider,post,IdentityProvider,IdentityProvider,identity_providers,,activate_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/lifecycle/deactivate,deactivateIdentityProvider,post,IdentityProvider,IdentityProvider,identity_providers,,deactivate_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/users,listIdentityProviderApplicationUsers,get,IdentityProviderApplicationUser,IdentityProviderUsers,identity_providers,,list_identity_provider_application_users,
management-minimal.yaml,/api/v1/idps/{idpId}/users/{userId},getIdentityProviderApplicationUser,get,IdentityProviderApplicationUser,IdentityProviderUsers,identity_providers,,get_identity_provider_application_user,
management-minimal.yaml,/api/v1/idps/{idpId}/users/{userId},linkUserToIdentityProvider,post,IdentityProviderApplicationUser,IdentityProviderUsers,identity_providers,,link_user_to_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/users/{userId},unlinkUserFromIdentityProvider,delete,,IdentityProviderUsers,identity_providers,,unlink_user_from_identity_provider,
management-minimal.yaml,/api/v1/idps/{idpId}/users/{userId}/credentials/tokens,listSocialAuthTokens,get,SocialAuthToken,IdentityProviderUsers,identity_providers,,list_social_auth_tokens,
management-minimal.yaml,/api/v1/idps/credentials/keys,listIdentityProviderKeys,get,IdPKeyCredential,IdentityProviderKeys,identity_providers,,list_identity_provider_keys,
management-minimal.yaml,/api/v1/idps/credentials/keys,createIdentityProviderKey,post,IdPKeyCredential,IdentityProviderKeys,identity_providers,,create_identity_provider_key,
management-minimal.yaml,/api/v1/idps/credentials/keys/{kid},getIdentityProviderKey,get,IdPKeyCredential,IdentityProviderKeys,identity_providers,,get_identity_provider_key,
management-minimal.yaml,/api/v1/idps/credentials/keys/{kid},replaceIdentityProviderKey,put,IdPKeyCredential,IdentityProviderKeys,identity_providers,,replace_identity_provider_key,
management-minimal.yaml,/api/v1/idps/credentials/keys/{kid},deleteIdentityProviderKey,delete,,IdentityProviderKeys,identity_providers,,delete_identity_provider_key,
management-minimal.yaml,/api/v1/inlineHooks,listInlineHooks,get,InlineHook,InlineHook,inline_hooks,,list_inline_hooks,
management-minimal.yaml,/api/v1/inlineHooks,createInlineHook,post,InlineHookCreateResponse,InlineHook,inline_hooks,,create_inline_hook,
management-minimal.yaml,/api/v1/inlineHooks/{inlineHookId},getInlineHook,get,InlineHook,InlineHook,inline_hooks,,get_inline_hook,
